,Sexo,Edad,Casado,Numero Dependientes,Recomendaciones realizadas,Meses como Cliente,Plan,Cargo Mensual LLamadas,Multiples lineas,Servicio Internet,GB mensuales consumidos,Servicio Adicional Antivirus,Servicio Respaldo en la Nube,Seguro Proteccion Equipo,Servicio Soporte Premium,Usa Streaming TV,Usa Streaming Peliculas,Usa Streaming Musica,Plan Ilimitado Datos,Tipo Contrato,Cobro Mensual,Historico de Devoluciones ,Historico Cargos extra datos,Historico Cargos Llamadas,Historico Cobro Acumulado   ,Fugado,Causa Fuga
6296,Hombre,36,No,0,0,72,Ninguno,,,Si,13.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,34112,0,0,0,2374580,No,
6297,Mujer,40,No,0,0,21,Plan D,11590.8,No,No,,,,,,,,,,Otro mas largo,10842,681.2,0,243406.8,469055.6,No,
6299,Mujer,27,No,0,0,46,Plan B,15912,No,Si,88.5,Si,Si,Si,No,Si,No,No,Si,Anual,49738,0,0,731952,3157336,No,
6300,Hombre,72,Si,0,2,34,Ninguno,6749.6,No,Si,12,No,No,No,No,No,No,No,Si,Otro mas largo,37206,0,0,229486.4,1491708.4,No,
6301,Hombre,62,Si,0,1,31,Ninguno,1102.4,Si,Si,25.5,No,Si,Si,No,Si,No,No,No,Mensual,48776,0,26000,34174.4,1630314.4,Si,Otra
6302,Hombre,29,Si,1,4,72,Ninguno,21808.8,Si,Si,127.5,Si,Si,No,Si,Si,Si,Si,Si,Otro mas largo,56004,0,0,1570233.6,5688529.6,No,
6303,Mujer,28,No,0,0,37,Ninguno,13774.8,No,No,,,,,,,,,,Otro mas largo,10322,0,0,509667.6,917477.6,No,
6304,Hombre,31,Si,1,7,60,Ninguno,11429.6,No,No,,,,,,,,,,Otro mas largo,10218,0,0,685776,1289886,No,
6305,Hombre,73,Si,0,2,44,Ninguno,,,Si,42,No,Si,No,No,No,No,No,Si,Mensual,15782,0,0,0,707044,Si,Mejor la Competencia
6306,Hombre,66,No,0,0,62,Ninguno,24856,Si,Si,12,No,Si,Si,Si,Si,Si,Si,Si,Anual,57590,0,0,1541072,5208814,No,
6307,Mujer,72,No,0,0,25,Ninguno,18907.2,Si,Si,9,No,Si,No,No,No,Si,No,Si,Mensual,-520,12131.6,0,472680,1598074.4,Si,Disconforme
6308,Hombre,63,Si,2,10,42,Ninguno,17851.6,No,No,,,,,,,,,,Otro mas largo,10062,0,0,749767.2,1200763.2,No,
6309,Hombre,21,No,0,0,25,Plan C,2568.8,No,Si,76.5,No,No,Si,Si,Si,Si,Si,Si,Otro mas largo,51636,0,0,64220,1371240,No,
6310,Mujer,33,Si,4,1,18,Ninguno,9604.4,No,Si,45,No,No,No,No,Si,No,No,Si,Mensual,29094,0,0,172879.2,735935.2,No,
6311,Mujer,46,No,0,0,9,Ninguno,15444,Si,Si,25.5,No,No,No,No,No,Si,Si,Si,Mensual,43316,0,0,138996,556712,Si,Servicio Cliente
6312,Hombre,40,No,0,0,68,Plan A,10550.8,Si,Si,43.5,Si,Si,Si,No,No,Si,Si,Si,Anual,39910,0,0,717454.4,3438744.4,No,
6313,Hombre,40,No,1,0,1,Ninguno,13962,No,Si,16.5,Si,No,No,No,No,Si,Si,Si,Mensual,43992,0,0,13962,57954,Si,Disconforme
6314,Mujer,42,No,0,0,47,Plan B,18704.4,Si,Si,37.5,No,Si,Si,No,Si,Si,Si,No,Mensual,55328,0,0,879106.8,3545640.8,Si,Mejor la Competencia
6315,Hombre,26,No,0,0,12,Ninguno,21377.2,No,No,,,,,,,,,,Mensual,10634,0,0,256526.4,389308.4,No,
6316,Mujer,56,No,0,0,2,Plan E,15100.8,No,Si,31.5,No,No,No,No,Si,No,No,Si,Mensual,41418,0,0,30201.6,109605.6,Si,Por Precio
6317,Hombre,26,Si,0,1,15,Plan D,20716.8,No,No,,,,,,,,,,Mensual,10114,0,0,310752,487994,No,
6318,Mujer,41,No,0,0,1,Plan E,23966.8,No,Si,15,No,No,No,No,No,Si,Si,Si,Mensual,40898,0,0,23966.8,64864.8,Si,Mejor la Competencia
6319,Hombre,22,No,0,0,51,Plan B,23280.4,Si,Si,87,Si,Si,No,No,Si,No,Si,Si,Anual,49296,0,0,1187300.4,3702852.4,Si,Mejor la Competencia
6320,Hombre,19,Si,3,8,63,Plan B,12740,Si,No,,,,,,,,,,Otro mas largo,13130,0,0,802620,1620606,No,
6321,Hombre,42,Si,3,1,32,Ninguno,22552.4,No,Si,114,Si,Si,Si,No,No,Si,Si,No,Anual,49296,0,20800,721676.8,2370882.8,No,
6322,Mujer,49,No,0,0,29,Plan C,14430,Si,Si,3,No,No,Si,No,Si,Si,Si,Si,Mensual,51272,0,0,418470,1943734,Si,Mejor la Competencia
6324,Mujer,45,Si,0,2,41,Plan B,5122,No,Si,21,Si,Si,Si,No,Si,Si,Si,Si,Anual,54314,0,0,210002,2374268,No,
6325,Mujer,40,No,3,0,50,Ninguno,9854,No,No,,,,,,,,,,Otro mas largo,10478,0,0,492700,997542,No,
6326,Mujer,23,Si,0,7,56,Ninguno,11029.2,Si,No,,,,,,,,,,Anual,12636,0,0,617635.2,1273719.2,No,
6327,Mujer,35,Si,2,3,57,Plan B,21933.6,No,Si,33,No,Si,No,No,Si,Si,Si,Si,Anual,49400,0,0,1250215.2,4128831.2,No,
6329,Mujer,28,No,2,0,22,Plan D,22864.4,No,No,,,,,,,,,,Mensual,10686,0,0,503016.8,747338.8,No,
6330,Hombre,48,Si,1,9,36,Ninguno,18090.8,Si,No,,,,,,,,,,Otro mas largo,13052,0,0,651268.8,1135362.8,No,
6331,Mujer,49,Si,2,8,22,Ninguno,23582,No,No,,,,,,,,,,Anual,10790,0,0,518804,754026,No,
6332,Mujer,26,Si,0,9,70,Ninguno,12230.4,No,No,,,,,,,,,,Otro mas largo,10114,7534.8,0,856128,1526413.2,No,
6333,Mujer,25,No,0,0,14,Plan D,20394.4,No,Si,72,No,Si,No,No,No,No,No,No,Mensual,26234,0,72800,285521.6,756355.6,No,
6334,Hombre,32,No,0,0,18,Plan D,738.4,No,No,,,,,,,,,,Anual,10218,0,0,13291.2,227141.2,No,
6335,Mujer,37,No,0,0,23,Plan D,18215.6,Si,Si,4.5,No,No,No,Si,Si,Si,Si,Si,Anual,38350,0,0,418958.8,1332390.8,No,
6336,Mujer,75,Si,0,1,7,Plan E,11143.6,Si,Si,18,No,No,No,No,No,Si,No,Si,Mensual,43966,0,0,78005.2,414367.2,Si,Mejor la Competencia
6338,Hombre,29,Si,0,1,71,Ninguno,17591.6,Si,Si,40.5,Si,Si,Si,Si,Si,Si,Si,No,Otro mas largo,60372,0,67600,1249003.6,5638089.6,No,
6339,Mujer,38,Si,3,5,4,Ninguno,22209.2,No,Si,84,No,Si,No,Si,No,No,No,Si,Mensual,29380,0,0,88836.8,211088.8,Si,Disconforme
6340,Hombre,67,No,0,0,64,Ninguno,5236.4,Si,Si,39,No,No,Si,Si,Si,Si,Si,Si,Anual,53092,0,0,335129.6,3812941.6,No,
6341,Mujer,61,No,0,0,35,Ninguno,1118,No,Si,10.5,No,No,Si,No,No,Si,Si,Si,Mensual,32292,0,0,39130,1129102,No,
6342,Hombre,63,No,2,0,11,Plan D,24502.4,Si,Si,34.5,No,No,Si,No,No,No,No,Si,Mensual,40560,0,0,269526.4,712462.4,No,
6343,Hombre,23,No,0,0,27,Plan C,4607.2,Si,Si,109.5,No,No,Si,No,Si,Si,Si,No,Anual,52260,0,36400,124394.4,1550988.4,No,
6344,Hombre,29,Si,0,5,64,Ninguno,20893.6,Si,Si,45,No,Si,No,Si,Si,Si,Si,Si,Otro mas largo,54730,12308.4,0,1337190.4,4873050,No,
6345,Mujer,58,No,0,0,71,Plan A,9308,Si,Si,31.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,61698,0,0,660868,5069220,No,
6347,Mujer,79,Si,0,1,34,Plan C,13436.8,Si,Si,22.5,No,Si,No,No,No,No,No,Si,Mensual,41392,0,0,456851.2,1870367.2,Si,Disconforme
6348,Mujer,46,No,0,0,69,Plan A,7233.2,Si,Si,10.5,Si,Si,No,Si,No,No,No,Si,Otro mas largo,34788,0,0,499090.8,2879598.8,No,
6349,Mujer,63,No,0,0,9,Plan E,15532.4,No,Si,7.5,No,No,No,No,No,No,No,Si,Mensual,35906,0,0,139791.6,478571.6,No,
6351,Hombre,40,Si,0,1,1,Plan E,,,Si,30,No,No,Si,No,Si,Si,Si,Si,Mensual,26182,0,0,0,26182,Si,Mejor la Competencia
6352,Hombre,25,No,0,0,21,Plan D,20722,No,Si,78,No,No,Si,No,No,Si,Si,Si,Mensual,32058,0,0,435162,1159834,No,
6353,Mujer,63,No,1,0,13,Ninguno,14060.8,No,Si,15,Si,Si,No,No,No,No,No,Si,Mensual,29120,0,0,182790.4,580356.4,No,
6354,Hombre,54,No,0,0,7,Ninguno,10982.4,No,Si,10.5,No,No,No,No,No,No,No,Si,Mensual,35958,0,0,76876.8,330974.8,No,
6355,Mujer,62,No,0,0,3,Ninguno,,,Si,40.5,No,No,No,No,No,No,No,Si,Mensual,13130,0,0,0,30628,Si,Mejor la Competencia
6356,Hombre,78,No,0,0,57,Plan B,14788.8,No,Si,36,No,No,Si,Si,No,No,No,Si,Anual,27820,0,0,842961.6,2421577.6,No,
6357,Mujer,68,No,0,0,11,Ninguno,2059.2,No,Si,40.5,No,No,No,No,Si,Si,No,Si,Mensual,46644,0,0,22651.2,567455.2,Si,Servicio Cliente
6358,Mujer,48,Si,3,1,19,Plan D,16562,No,No,,,,,,,,,,Otro mas largo,10478,1544.4,0,314678,514737.6,No,
6359,Mujer,70,Si,0,7,72,Plan A,9438,Si,Si,24,No,Si,Si,No,Si,Si,Si,No,Anual,54990,0,41600,679536,4688658,No,
6360,Hombre,63,Si,0,3,45,Plan B,16016,No,Si,4.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,43862,0,0,720720,2726906,No,
6361,Mujer,70,Si,0,3,60,Ninguno,,,Si,33,No,Si,No,No,Si,Si,No,No,Otro mas largo,25714,0,20800,0,1532726,No,
6362,Hombre,53,No,0,0,42,Ninguno,4919.2,Si,Si,21,No,No,Si,No,No,No,No,Si,Mensual,41548,12204.4,0,206606.4,1917370,No,
6363,Mujer,26,No,2,0,48,Plan B,,,Si,72,No,Si,Si,No,No,Si,Si,Si,Mensual,23686,0,0,0,1096342,No,
6364,Mujer,63,No,0,0,55,Plan B,14040,No,Si,30,No,Si,Si,No,No,Si,Si,Si,Otro mas largo,33670,0,0,772200,2653092,No,
6365,Mujer,58,No,0,0,1,Ninguno,16707.6,No,Si,22.5,No,No,No,No,Si,No,No,No,Mensual,41366,0,5200,16707.6,63273.6,Si,Mejor la Competencia
6366,Mujer,42,No,0,0,6,Plan E,22776,Si,Si,7.5,No,No,No,No,Si,Si,Si,Si,Mensual,48646,0,0,136656,415584,Si,Otra
6367,Hombre,59,No,0,0,9,Plan E,25864.8,No,No,,,,,,,,,,Mensual,9854,0,0,232783.2,329295.2,Si,Servicio Cliente
6368,Mujer,45,No,0,0,9,Plan E,,,Si,31.5,No,Si,No,No,No,Si,Si,No,Mensual,21190,0,10400,0,197288,No,
6369,Hombre,73,No,0,0,5,Ninguno,9718.8,No,Si,42,No,No,Si,No,No,No,No,Si,Mensual,26182,0,0,48594,171964,Si,Disconforme
6370,Mujer,42,Si,0,1,43,Ninguno,20035.6,No,Si,40.5,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,40976,12948,0,861530.8,2647938.8,No,
6371,Hombre,26,No,0,0,7,Plan E,23467.6,Si,No,,,,,,,,,,Mensual,13026,0,0,164273.2,243807.2,No,
6372,Hombre,22,Si,1,1,71,Ninguno,17518.8,No,Si,40.5,Si,Si,Si,Si,Si,No,No,Si,Otro mas largo,52104,0,0,1243834.8,4992514.8,No,
6373,Mujer,68,Si,0,2,32,Plan C,1128.4,Si,Si,16.5,No,No,Si,No,No,No,No,Si,Otro mas largo,41236,0,0,36108.8,1372508.8,No,
6374,Mujer,31,No,0,0,8,Ninguno,5959.2,No,No,,,,,,,,,,Otro mas largo,10842,0,0,47673.6,131731.6,No,
6375,Hombre,21,Si,0,10,72,Ninguno,7378.8,Si,Si,106.5,No,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,56264,0,0,531273.6,4608385.6,No,
6376,Mujer,57,No,0,0,12,Ninguno,22141.6,Si,Si,33,No,No,No,Si,Si,Si,Si,Si,Anual,38506,25277.2,0,265699.2,694200,Si,Otra
6377,Mujer,62,No,0,0,51,Ninguno,3920.8,Si,Si,9,Si,Si,Si,No,Si,Si,Si,Si,Anual,55874,7675.2,0,199960.8,3146353.6,No,
6378,Hombre,27,No,0,0,39,Ninguno,,,Si,72,Si,Si,No,Si,Si,No,No,Si,Mensual,25454,0,0,0,978042,Si,Por Precio
6380,Hombre,59,No,0,0,26,Plan C,20607.6,No,Si,43.5,No,Si,No,No,No,No,No,Si,Anual,39260,0,0,535797.6,1585209.6,No,
6381,Hombre,49,No,0,0,35,Ninguno,9318.4,No,No,,,,,,,,,,Mensual,10790,0,0,326144,710892,No,
6382,Hombre,20,No,2,0,27,Ninguno,15787.2,No,No,,,,,,,,,,Mensual,9958,0,0,426254.4,705676.4,No,
6383,Hombre,48,No,0,0,3,Ninguno,18532.8,No,Si,9,No,No,No,Si,Si,Si,Si,Si,Mensual,36062,0,0,55598.4,155100.4,Si,Otra
6385,Hombre,26,No,0,0,18,Ninguno,14866.8,Si,Si,39,No,No,Si,No,No,Si,Si,Si,Mensual,47164,0,0,267602.4,1098172.4,Si,Mejor la Competencia
6386,Hombre,23,No,0,0,26,Ninguno,19780.8,Si,Si,109.5,Si,Si,No,No,No,No,No,Si,Anual,32006,0,0,514300.8,1336914.8,No,
6387,Mujer,68,Si,0,8,65,Plan B,7956,Si,Si,43.5,Si,Si,Si,No,Si,Si,No,Si,Anual,56888,0,0,517140,4275414,No,
6388,Hombre,35,No,0,0,41,Plan B,21762,Si,Si,24,No,Si,No,No,Si,No,No,Si,Mensual,46384,1149.2,0,892242,2786882.8,No,
6389,Hombre,25,No,0,0,67,Plan A,17617.6,Si,Si,106.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,60424,0,0,1180379.2,5211575.2,Si,Otra
6390,Hombre,53,Si,3,1,22,Plan D,5922.8,Si,Si,84,No,No,Si,No,Si,No,No,Si,Mensual,46150,0,0,130301.6,1110579.6,No,
6391,Mujer,39,Si,2,5,64,Plan B,13884,No,Si,25.5,Si,No,No,Si,Si,No,No,No,Anual,34216,14450.8,10400,888576,2999885.2,No,
6392,Hombre,71,Si,0,0,27,Ninguno,,,Si,19.5,Si,No,No,No,No,No,No,No,Mensual,15990,0,72800,0,491452,Si,Mejor la Competencia
6393,Mujer,48,No,0,0,3,Plan E,5174,Si,Si,19.5,No,No,No,No,Si,Si,Si,Si,Mensual,50232,0,0,15522,167310,Si,Por Precio
6394,Mujer,69,No,0,0,1,Ninguno,11731.2,Si,Si,3,No,No,No,No,No,No,No,Si,Mensual,26286,0,0,11731.2,38017.2,Si,Disconforme
6395,Mujer,77,Si,0,2,65,Ninguno,19926.4,No,Si,37.5,Si,Si,Si,No,No,Si,Si,Si,Anual,49088,0,0,1295216,4480814,No,
6396,Mujer,37,No,0,0,24,Ninguno,18491.2,No,Si,4.5,Si,No,No,No,Si,Si,Si,Si,Mensual,49192,0,0,443788.8,1631026.8,No,
6397,Mujer,52,No,0,0,51,Ninguno,,,Si,36,No,Si,Si,No,Si,Si,Si,Si,Anual,29328,0,0,0,1522820,No,
6398,Hombre,67,Si,0,1,13,Ninguno,16484,Si,Si,9,No,No,No,No,Si,Si,Si,Si,Mensual,49530,25006.8,0,214292,830783.2,Si,Mejor la Competencia
6399,Mujer,22,Si,0,3,61,Ninguno,24060.4,No,No,,,,,,,,,,Mensual,10088,0,0,1467684.4,2082610.4,Si,Por Precio
6400,Hombre,24,Si,0,2,72,Plan A,20597.2,Si,Si,127.5,Si,Si,Si,Si,No,Si,Si,Si,Otro mas largo,41002,0,0,1482998.4,4479836.4,No,
6401,Mujer,23,Si,0,7,69,Plan A,11481.6,Si,No,,,,,,,,,,Anual,13676,0,0,792230.4,1709276.4,No,
6402,Hombre,37,Si,2,1,44,Ninguno,18168.8,No,No,,,,,,,,,,Anual,10712,0,0,799427.2,1280947.2,No,
6403,Mujer,35,No,0,0,70,Ninguno,16291.6,Si,No,,,,,,,,,,Anual,13546,0,0,1140412,2105740,No,
6404,Mujer,42,Si,3,1,40,Ninguno,1565.2,No,No,,,,,,,,,,Otro mas largo,10478,0,0,62608,466830,No,
6405,Hombre,21,Si,0,10,61,Ninguno,14976,Si,Si,78,Si,No,Si,Si,No,Si,Si,Si,Otro mas largo,39182,0,0,913536,3372772,No,
6406,Hombre,25,Si,0,5,23,Ninguno,1908.4,No,Si,103.5,Si,No,No,No,No,Si,Si,No,Mensual,31174,13806,72800,43893.2,834007.2,No,
6407,Mujer,20,Si,0,5,72,Plan A,12324,Si,Si,127.5,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,57278,0,0,887328,4985552,No,
6408,Hombre,51,Si,0,2,62,Ninguno,22464,No,Si,34.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,44772,0,0,1392768,4104698,No,
6409,Hombre,44,Si,3,10,50,Ninguno,,,Si,34.5,Si,No,No,No,Si,No,No,Si,Mensual,20514,0,0,0,1051102,No,
6410,Hombre,66,Si,0,2,64,Ninguno,10498.8,Si,Si,12,No,No,Si,Si,Si,Si,Si,Si,Otro mas largo,53092,0,0,671923.2,4071917.2,No,
6411,Hombre,50,No,0,0,47,Ninguno,24819.6,Si,Si,37.5,Si,Si,No,Si,Si,No,No,Si,Mensual,52390,0,0,1166521.2,3594505.2,No,
6412,Mujer,56,No,0,0,54,Ninguno,24304.8,Si,Si,24,No,Si,Si,Si,Si,Si,Si,No,Mensual,57772,0,26000,1312459.2,4466181.2,Si,Disconforme
6413,Mujer,64,Si,1,8,47,Ninguno,19422,No,No,,,,,,,,,,Otro mas largo,10530,0,0,912834,1367002,No,
6414,Hombre,29,No,0,0,58,Plan B,25490.4,No,No,,,,,,,,,,Otro mas largo,10816,0,0,1478443.2,2108813.2,No,
6415,Hombre,23,Si,1,0,34,Plan C,2802.8,Si,Si,78,No,No,Si,No,Si,Si,Si,Si,Anual,40144,0,0,95295.2,1527271.2,No,
6416,Mujer,63,No,0,0,60,Plan B,20493.2,Si,No,,,,,,,,,,Otro mas largo,13000,0,0,1229592,2012218,No,
6417,Mujer,51,Si,3,2,12,Ninguno,4144.4,No,Si,78,No,No,Si,No,Si,No,No,Si,Mensual,30342,0,0,49732.8,434818.8,No,
6418,Hombre,70,Si,0,1,68,Ninguno,24528.4,Si,Si,43.5,No,Si,Si,No,Si,Si,No,Si,Mensual,54756,0,0,1667931.2,5463749.2,Si,Mejor la Competencia
6419,Hombre,30,Si,0,4,64,Ninguno,13384.8,No,Si,76.5,Si,No,Si,Si,Si,No,No,Si,Otro mas largo,36010,0,0,856627.2,3169457.2,No,
6420,Hombre,49,No,0,0,22,Plan D,11944.4,Si,No,,,,,,,,,,Mensual,12922,11086.4,0,262776.8,508258.4,No,
6421,Mujer,54,No,0,0,11,Ninguno,4950.4,No,Si,6,No,Si,Si,Si,No,Si,Si,Si,Mensual,48984,0,0,54454.4,574402.4,No,
6422,Mujer,64,No,0,0,15,Plan D,16676.4,Si,Si,42,No,Si,No,No,Si,Si,Si,No,Mensual,52078,0,0,250146,985946,No,
6423,Mujer,61,No,0,0,5,Plan E,10504,No,Si,34.5,No,No,No,No,Si,No,No,No,Mensual,42120,0,5200,52520,260312,Si,Mejor la Competencia
6424,Hombre,39,Si,0,4,14,Plan D,11096.8,No,Si,36,No,No,No,Si,No,No,No,Si,Mensual,25376,0,0,155355.2,500843.2,No,
6425,Mujer,40,No,0,0,23,Ninguno,25287.6,Si,Si,16.5,Si,No,No,No,No,No,No,Si,Mensual,28288,0,0,581614.8,1231224.8,No,
6426,Mujer,58,Si,0,1,50,Plan B,15303.6,Si,Si,21,Si,Si,No,Si,Si,Si,Si,Si,Anual,56446,0,0,765180,3682744,Si,Otra
6428,Mujer,29,Si,0,1,17,Ninguno,24835.2,Si,Si,39,No,No,No,No,No,Si,Si,Si,Mensual,44434,0,0,422198.4,1177030.4,Si,Servicio Cliente
6429,Hombre,35,No,0,0,59,Plan B,25729.6,Si,Si,13.5,No,No,Si,No,No,No,No,Si,Otro mas largo,28158,0,0,1518046.4,3138444.4,No,
6431,Mujer,60,No,0,0,15,Plan D,21143.2,Si,Si,12,Si,No,No,No,No,No,No,Si,Mensual,28964,0,0,317148,785044,Si,Por Precio
6432,Hombre,36,Si,0,7,61,Plan B,14497.6,Si,Si,7.5,No,Si,Si,No,Si,Si,Si,No,Anual,41496,0,36400,884353.6,3476449.6,No,
6434,Mujer,27,Si,2,10,10,Plan D,9656.4,Si,No,,,,,,,,,,Otro mas largo,13572,0,0,96564,213850,No,
6435,Mujer,46,No,0,0,69,Plan A,13379.6,No,Si,33,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,42874,7997.6,0,923192.4,3803950.8,No,
6436,Mujer,65,No,0,0,35,Ninguno,8793.2,No,Si,45,No,No,No,No,No,No,No,Si,Mensual,36686,0,0,307762,1565642,No,
6437,Mujer,27,Si,0,6,48,Plan B,25937.6,No,Si,63,No,Si,Si,No,No,Si,Si,Si,Anual,34138,0,0,1245004.8,2854222.8,No,
6438,Hombre,22,Si,3,8,72,Ninguno,1419.6,Si,Si,88.5,Si,Si,Si,Si,No,Si,Si,Si,Otro mas largo,42120,0,0,102211.2,3092211.2,No,
6439,Hombre,19,Si,0,4,62,Plan B,15865.2,Si,Si,61.5,Si,Si,No,No,No,Si,Si,Si,Anual,49972,0,0,983642.4,4104396.4,No,
6440,Hombre,26,No,0,0,40,Plan B,17934.8,No,Si,109.5,No,No,No,Si,No,No,No,Si,Mensual,26572,0,0,717392,1805700,No,
6441,Hombre,36,No,0,0,1,Ninguno,5413.2,No,Si,25.5,No,No,No,No,No,No,No,Si,Mensual,23764,0,0,5413.2,29177.2,Si,Disconforme
6442,Hombre,69,Si,0,6,16,Plan D,25173.2,Si,Si,9,No,No,No,No,Si,No,No,Si,Otro mas largo,44226,0,0,402771.2,1126169.2,No,
6444,Mujer,22,No,0,0,1,Ninguno,16135.6,Si,Si,40.5,No,No,No,No,No,Si,Si,Si,Mensual,44434,0,0,16135.6,60569.6,Si,Por Precio
6445,Hombre,60,Si,3,1,72,Ninguno,16884.4,Si,Si,114,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,59280,0,0,1215676.8,5424114.8,No,
6446,Hombre,39,Si,0,1,44,Ninguno,9157.2,No,Si,36,Si,Si,No,Si,No,No,No,Si,Anual,-4680,0,0,402916.8,1756970.8,No,
6447,Mujer,36,No,0,0,59,Ninguno,15828.8,No,Si,45,No,No,Si,No,Si,Si,Si,Si,Otro mas largo,49816,0,0,933899.2,3874733.2,No,
6448,Mujer,65,No,0,0,18,Ninguno,660.4,Si,Si,4.5,No,Si,No,Si,Si,Si,Si,No,Mensual,53872,0,5200,11887.2,956389.2,No,
6449,Mujer,40,No,0,0,23,Ninguno,7514,Si,Si,28.5,No,Si,No,No,Si,Si,Si,Si,Mensual,51324,0,0,172822,1342354,No,
6450,Hombre,75,Si,0,1,7,Plan E,7087.6,No,Si,40.5,No,No,No,No,Si,Si,No,Si,Mensual,46540,0,0,49613.2,401497.2,Si,Disconforme
6451,Hombre,51,No,0,0,51,Plan B,14196,No,Si,19.5,Si,No,No,No,Si,No,No,Si,Anual,44902,0,0,723996,2942914,No,
6452,Hombre,28,Si,1,3,64,Plan B,7763.6,No,No,,,,,,,,,,Otro mas largo,10244,0,0,496870.4,1159376.4,No,
6453,Hombre,41,Si,0,10,69,Ninguno,25152.4,No,Si,10.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,44044,0,0,1735515.6,4792543.6,No,
6454,Hombre,44,No,0,0,1,Ninguno,,,Si,3,No,No,No,No,No,No,No,Si,Mensual,12714,0,0,0,12714,Si,Por Precio
6456,Mujer,33,Si,3,1,35,Ninguno,13566.8,No,Si,84,Si,No,Si,Si,Si,Si,Si,No,Mensual,55588,17924.4,78000,474838,2488267.6,No,
6457,Hombre,54,Si,3,3,26,Ninguno,12568.4,No,Si,112.5,No,No,No,No,No,Si,Si,Si,Anual,41054,0,0,326778.4,1384588.4,No,
6458,Mujer,34,Si,0,10,26,Ninguno,,,Si,42,Si,Si,Si,No,Si,No,No,No,Anual,24882,0,41600,0,660660,No,
6459,Mujer,35,Si,0,1,49,Ninguno,13712.4,Si,Si,28.5,No,Si,No,No,Si,Si,Si,Si,Anual,52234,0,0,671907.6,3241643.6,Si,Disconforme
6460,Mujer,38,Si,0,7,68,Plan A,24934,No,Si,21,Si,Si,No,Si,Si,Si,Si,Si,Otro mas largo,41392,0,0,1695512,4563728,No,
6461,Hombre,41,No,0,0,44,Plan B,884,No,Si,42,No,No,No,No,No,No,No,Si,Mensual,35802,0,0,38896,1577550,No,
6462,Mujer,46,No,0,0,29,Ninguno,1435.2,No,No,,,,,,,,,,Mensual,10062,0,0,41620.8,354452.8,No,
6463,Mujer,29,Si,3,7,24,Ninguno,14232.4,No,Si,127.5,Si,No,No,Si,No,No,No,Si,Mensual,28678,0,0,341577.6,1027899.6,No,
6464,Mujer,47,Si,1,1,14,Ninguno,16484,Si,No,,,,,,,,,,Mensual,13286,0,0,230776,424450,No,
6465,Hombre,57,No,0,0,56,Ninguno,11237.2,No,Si,40.5,Si,No,Si,No,No,No,No,Si,Anual,27404,0,0,629283.2,2199527.2,No,
6466,Mujer,43,No,0,0,6,Ninguno,15126.8,No,No,,,,,,,,,,Otro mas largo,10218,0,0,90760.8,151522.8,No,
6467,Hombre,50,No,0,0,6,Plan E,11934,No,Si,15,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,41730,0,0,71604,328172,No,
6468,Mujer,61,Si,0,1,71,Plan A,24965.2,Si,No,,,,,,,,,,Otro mas largo,13000,0,0,1772529.2,2684089.2,No,
6469,Hombre,20,Si,2,0,43,Ninguno,11871.6,Si,Si,70.5,No,No,Si,Si,Si,Si,Si,Si,Anual,54236,0,0,510478.8,2825440.8,No,
6470,Mujer,41,Si,0,1,41,Ninguno,2605.2,Si,Si,15,Si,Si,Si,Si,Si,Si,Si,Si,Mensual,59072,0,0,106813.2,2496187.2,Si,Por Precio
6471,Mujer,34,No,0,0,15,Ninguno,16473.6,No,Si,34.5,No,Si,No,No,No,No,No,Si,Mensual,25402,0,0,247104,630240,No,
6472,Mujer,23,No,0,0,22,Ninguno,9984,Si,Si,61.5,No,No,No,No,Si,No,No,No,Mensual,43758,0,31200,219648,1198262,No,
6473,Mujer,75,Si,0,10,44,Ninguno,10831.6,Si,Si,13.5,No,No,Si,Si,Si,Si,No,Si,Otro mas largo,54158,0,0,476590.4,2814328.4,No,
6474,Hombre,21,No,0,0,12,Ninguno,9630.4,Si,Si,79.5,No,No,Si,No,Si,Si,Si,Si,Mensual,38870,0,0,115564.8,545630.8,No,
6475,Mujer,41,Si,0,0,52,Ninguno,4290,No,No,,,,,,,,,,Anual,10192,23956.4,0,223080,725571.6,No,
6476,Hombre,62,Si,0,1,17,Plan D,6271.2,Si,Si,13.5,Si,Si,Si,No,No,No,No,Si,Mensual,46904,0,0,106610.4,862768.4,Si,Disconforme
6477,Mujer,42,Si,3,1,41,Ninguno,23535.2,Si,Si,84,Si,Si,Si,Si,No,Si,Si,Si,Mensual,41548,0,0,964943.2,2694567.2,Si,Por Precio
